gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-04-01 00:03:00 +07,2022-04-01 00:03:00 +07,0,0.1,0,29,80,1008,0,0,0.11,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 00:13:00 +07,2022-04-01 00:13:00 +07,0,0.105,0,29,80,1008,0,0,0.12,0,0,0,1,4.1,7.1,0,0,0,0
2022-04-01 00:23:00 +07,2022-04-01 00:23:00 +07,0,0.527,1125515264,29,79,1008,0,0,0.12,0,0,0,1,4.2,7.3,0,0,0,0
2022-04-01 00:33:00 +07,2022-04-01 00:33:00 +07,0,0.133,0,29,79,1008,0,0,0.11,0,0,0,1,4.1,6.9,0,0,0,0
2022-04-01 00:43:00 +07,2022-04-01 00:43:00 +07,0,0.26,0,29,79,1008,0,0,0.11,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 00:53:00 +07,2022-04-01 00:53:00 +07,0,0.451,1119263130,29,79,1008,0,0,0.12,0,0,0,1,4.3,7.1,0,0,0,0
2022-04-01 01:03:00 +07,2022-04-01 01:03:00 +07,0,0.174,0,29,79,1007,0,0,0.1,0,0,0,1,4,7.2,0,0,0,0
2022-04-01 01:13:00 +07,2022-04-01 01:13:00 +07,0,0.427,1120468992,29,80,1007,0,0,0.08,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 01:23:00 +07,2022-04-01 01:23:00 +07,0,0.355,1119354880,29,81,1007,0,0,0.1,0,0,0,1,4.4,7.2,0,0,0,0
2022-04-01 01:33:00 +07,2022-04-01 01:33:00 +07,0,0.321,1120088883,29,80,1007,0,0,0.09,0,0,0,1,4,6.9,0,0,0,0
2022-04-01 01:43:00 +07,2022-04-01 01:43:00 +07,0,0.392,1119866061,28,82,1007,0,0,0.09,0,0,0,1,4.2,7.1,0,0,0,0
2022-04-01 01:53:00 +07,2022-04-01 01:53:00 +07,0,0.378,1120233062,28,81,1007,0,0,0.1,0,0,0,1,4,7.1,0,0,0,0
2022-04-01 02:03:00 +07,2022-04-01 02:03:00 +07,0,0.278,0,28,81,1007,0,0,0.1,0,0,0,1,4,7.1,0,0,0,0
2022-04-01 02:13:00 +07,2022-04-01 02:13:00 +07,0,0.27,0,28,82,1007,0,0,0.09,0,0,0,1,4.2,7,0,0,0,0
2022-04-01 02:23:00 +07,2022-04-01 02:23:00 +07,0,0.252,0,28,81,1007,0,0,0.09,0,0,0,1,4.4,7.2,0,0,0,0
2022-04-01 02:33:00 +07,2022-04-01 02:33:00 +07,0,0.802,1134955725,28,81,1007,0,0,0.11,0,0,0,1,4.2,6.9,0,0,0,0
2022-04-01 02:43:00 +07,2022-04-01 02:43:00 +07,0,0.4,1119826739,28,82,1007,0,0,0.1,0,0,0,1,4.4,7.1,0,0,0,0
2022-04-01 02:53:00 +07,2022-04-01 02:53:00 +07,0,0.505,1119197594,28,83,1007,0,0,0.1,0,0,0,1,4.1,7.1,0,0,0,0
2022-04-01 03:03:00 +07,2022-04-01 03:03:00 +07,0,0.359,1119879168,28,83,1007,0,0,0.09,0,0,0,1,4.1,7,0,0,0,0
2022-04-01 03:13:00 +07,2022-04-01 03:13:00 +07,0,0.334,1119630131,28,83,1006,0,0,0.09,0,0,0,1,4.1,6.9,0,0,0,0
2022-04-01 03:23:00 +07,2022-04-01 03:23:00 +07,0,0.374,1120468992,28,83,1006,0,0,0.1,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 03:33:00 +07,2022-04-01 03:33:00 +07,0,0.259,0,28,85,1006,0,0,0.11,0,0,0,1,4.1,6.9,0,0,0,0
2022-04-01 03:43:00 +07,2022-04-01 03:43:00 +07,0,0.394,1118987878,28,86,1006,0,0,0.08,0,0,0,1,4,7.2,0,0,0,0
2022-04-01 03:53:00 +07,2022-04-01 03:53:00 +07,0,0.904,1117310157,28,88,1007,0,0,0.09,0,0,0,1,4.2,7.3,0,0,0,0
2022-04-01 04:03:00 +07,2022-04-01 04:03:00 +07,0,0.785,1120259277,28,88,1007,0,0,0.09,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 04:13:00 +07,2022-04-01 04:13:00 +07,0,0.887,1117808230,28,89,1007,0,0,0.08,0,0,0,1,4,7,0,0,0,0
2022-04-01 04:23:00 +07,2022-04-01 04:23:00 +07,0,0.816,1121019494,28,89,1007,0,0,0.09,0,0,0,1,4.2,7.4,0,0,0,0
2022-04-01 04:33:00 +07,2022-04-01 04:33:00 +07,0,0.808,1119223808,27,89,1007,0,0,0.09,0,0,0,1,4.1,7.1,0,0,0,0
2022-04-01 04:43:00 +07,2022-04-01 04:43:00 +07,0,0.678,1119525274,27,89,1007,0,0,0.08,0,0,0,1,4,7.1,0,0,0,0
2022-04-01 04:53:00 +07,2022-04-01 04:53:00 +07,0,1.147,1121452032,27,90,1007,0,0,0.09,0,0,0,1,4,7.1,0,0,0,0
2022-04-01 05:03:00 +07,2022-04-01 05:03:00 +07,0,1.831,1117546086,27,90,1007,0,0,0.1,0,0,0,1,4.2,7,0,0,0,0
2022-04-01 05:13:00 +07,2022-04-01 05:13:00 +07,0,2.189,1112722637,27,92,1007,0,0,0.09,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 05:23:00 +07,2022-04-01 05:23:00 +07,0,1.161,1117441229,27,93,1007,0,0,0.09,0,0,0,1,4.2,7.2,0,0,0,0
2022-04-01 05:33:00 +07,2022-04-01 05:33:00 +07,0,1.31,1120233062,27,94,1007,0,0,0.09,0,0,0,1,4.2,7,0,0,0,0
2022-04-01 05:43:00 +07,2022-04-01 05:43:00 +07,0,1.049,1119603917,27,94,1007,0,0,0.08,0,0,0,1,4.1,7.1,0,0,0,0
2022-04-01 05:53:00 +07,2022-04-01 05:53:00 +07,0,0.944,1119381094,27,93,1008,0,0,0.09,0,0,0,1,4,7,0,0,0,0
2022-04-01 06:03:00 +07,2022-04-01 06:03:00 +07,0,1.953,1116156723,27,94,1008,35,0,0.11,0,0,0,1,4.1,7.3,0,0,0,0
2022-04-01 06:13:00 +07,2022-04-01 06:13:00 +07,0,1.603,1116405760,27,93,1008,330,0,0.22,0,0,0,1,4.1,7.2,0,0,0,0
2022-04-01 06:23:00 +07,2022-04-01 06:23:00 +07,0,1.014,1121648640,27,94,1008,1320,0,0.54,0,0,0,1,4,7.2,0,0,0,0
2022-04-01 06:33:00 +07,2022-04-01 06:33:00 +07,0,1.025,1116890726,27,93,1008,2704,0,1.09,0.01,0,0,1,4.1,7.2,0,0,0,0
2022-04-01 06:43:00 +07,2022-04-01 06:43:00 +07,0,1.008,1116956262,27,93,1008,3855,0,1.77,0.01,0,0,1,4.2,7.1,0,0,0,0
2022-04-01 06:53:00 +07,2022-04-01 06:53:00 +07,0,1.027,1119105843,27,92,1009,6095,0,2.56,0.02,0,0,1,4.4,7.1,0,0,0,0
2022-04-01 07:03:00 +07,2022-04-01 07:03:00 +07,0,2.237,1117991731,27,91,1009,10049,0,3.48,0.04,0,0,1,3.9,7.1,0,0,0,0
2022-04-01 07:13:00 +07,2022-04-01 07:13:00 +07,0,1.591,1118607770,28,88,1009,12138,0,4.4,0.06,0,0,1,4.1,7.4,0,0,0,0
2022-04-01 07:23:00 +07,2022-04-01 07:23:00 +07,0,2.186,1119839846,29,87,1009,14110,0,5.17,0.07,0,0,1,4.3,7.1,0,0,0,0
2022-04-01 07:33:00 +07,2022-04-01 07:33:00 +07,0,0.328,1118175232,29,85,1010,18715,0,6.37,0.1,0,0,1,4.6,7.2,0,0,0,0
