gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity,,,,,
2022-02-16 08:56:15 +07,2022-02-16 08:56:15 +07,0,1.11,1107086541,26,89,1009,28925,0,12.98,0.28,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-16 09:06:15 +07,2022-02-16 09:06:15 +07,0,0.165,0,27,89,1009,32022,0,14.52,0.33,0,0,1,4.3,7,0,0,0,0,,,,,
2022-02-16 09:16:15 +07,2022-02-16 09:16:15 +07,0,0.669,1135391539,27,88,1009,46070,0,19.08,0.45,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-16 09:26:15 +07,2022-02-16 09:26:15 +07,0,0.055,0,28,85,1009,51961,0,19.91,0.5,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 09:36:15 +07,2022-02-16 09:36:15 +07,0,1.332,1097544499,28,84,1009,55210,0,21.700001,0.56,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 09:46:15 +07,2022-02-16 09:46:15 +07,0,0.811,1121897677,28,84,1009,41483,0,19.139999,0.49,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 09:56:15 +07,2022-02-16 09:56:15 +07,0,0.554,1105356390,28,85,1009,23838,0,11.85,0.3,0,0,1,4.1,7.3,0,0,0,0,,,,,
2022-02-16 10:06:15 +07,2022-02-16 10:06:15 +07,0,1.172,1106719539,27,86,1009,18840,0,9.03,0.23,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-16 10:16:15 +07,2022-02-16 10:16:15 +07,0,0.76,1118306304,27,88,1009,18671,0,8.79,0.23,0,0,1,4.1,6.7,0,0,0,0,,,,,
2022-02-16 10:26:15 +07,2022-02-16 10:26:15 +07,0,0.193,0,27,88,1009,28354,0,12.78,0.34,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-16 10:36:15 +07,2022-02-16 10:36:15 +07,0,2.028,1119708774,27,87,1009,41947,0,18.549999,0.52,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-16 10:46:15 +07,2022-02-16 10:46:15 +07,0,2.458,1114321715,28,86,1009,45365,0,20.82,0.59,0,0,1,4.1,7.6,0,0,0,0,,,,,
2022-02-16 10:56:15 +07,2022-02-16 10:56:15 +07,0,0.254,0,28,85,1009,36440,0,17.15,0.48,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 11:06:15 +07,2022-02-16 11:06:15 +07,0,0.347,1127769702,28,85,1009,37636,0,18.110001,0.5,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-16 11:16:15 +07,2022-02-16 11:16:15 +07,0,1.44,1116261581,28,85,1009,38511,0,18.32,0.52,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 11:26:15 +07,2022-02-16 11:26:15 +07,0,0.204,0,28,83,1009,31255,0,15.1,0.42,0,0,1,4.4,6.9,0,0,0,0,,,,,
2022-02-16 11:36:15 +07,2022-02-16 11:36:15 +07,0,1.772,1111726490,28,83,1009,37699,0,18.059999,0.51,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-16 11:46:15 +07,2022-02-16 11:46:15 +07,0,0.131,0,28,83,1009,30300,0,13.58,0.38,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 11:56:15 +07,2022-02-16 11:56:15 +07,0,0.411,1135640576,29,83,1009,25213,0,10.92,0.31,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 12:06:15 +07,2022-02-16 12:06:15 +07,0,2.431,1115213005,29,80,1008,70311,0,30.65,0.9,0,0,1,4.3,7.2,0,0,0,0,,,,,
2022-02-16 12:16:15 +07,2022-02-16 12:16:15 +07,0,0.926,1130332160,30,77,1008,59788,0,27.030001,0.79,0,0,1,3.8,7.1,0,0,0,0,,,,,
2022-02-16 12:26:15 +07,2022-02-16 12:26:15 +07,0,2.609,1126347571,30,76,1008,68526,0,30.459999,0.88,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-16 12:36:15 +07,2022-02-16 12:36:15 +07,0,2.634,1113561498,30,76,1008,63581,0,28.41,0.82,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-16 12:46:15 +07,2022-02-16 12:46:15 +07,0,0.118,0,30,77,1008,64920,0,29.370001,0.84,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 12:56:15 +07,2022-02-16 12:56:15 +07,0,0.37,1132389990,30,78,1008,62376,0,28.5,0.81,0,0,1,4.4,6.1,0,0,0,0,,,,,
2022-02-16 13:06:15 +07,2022-02-16 13:06:15 +07,0,1.023,1109760410,30,77,1007,70016,0,31.5,0.9,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-16 13:16:15 +07,2022-02-16 13:16:15 +07,0,0.079,0,30,76,1007,49257,0,22.16,0.63,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-16 13:26:15 +07,2022-02-16 13:26:15 +07,0,2.386,1108449690,30,75,1007,58449,0,26.709999,0.76,0,0,1,4.3,7.1,0,0,0,0,,,,,
2022-02-16 13:36:15 +07,2022-02-16 13:36:15 +07,0,2.004,1125836390,30,76,1007,57075,0,26.450001,0.75,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-16 13:46:15 +07,2022-02-16 13:46:15 +07,0,1.419,1126334464,30,77,1007,37842,0,17.790001,0.51,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-16 13:56:15 +07,2022-02-16 13:56:15 +07,0,1.745,1110415770,30,75,1006,42206,0,20.379999,0.57,0,0,1,4.1,6.7,0,0,0,0,,,,,
2022-02-16 14:06:15 +07,2022-02-16 14:06:15 +07,0,1.451,1125790515,30,75,1006,26007,0,12.72,0.34,0,0,1,4,7.2,0,0,0,0,,,,,
2022-02-16 14:16:15 +07,2022-02-16 14:16:15 +07,0,1.358,1118948557,30,77,1006,29015,0,13.88,0.38,0,0,1,4.4,6.6,0,0,0,0,,,,,
2022-02-16 14:26:15 +07,2022-02-16 14:26:15 +07,0,2.274,1113404211,30,76,1006,32817,0,15.69,0.42,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-16 14:36:15 +07,2022-02-16 14:36:15 +07,0,2.863,1113928499,30,75,1006,31192,0,15.2,0.39,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 14:46:15 +07,2022-02-16 14:46:15 +07,0,3.159,1108606976,29,77,1005,23133,0,10.89,0.28,0,0,1,3.9,6.8,0,0,0,0,,,,,
2022-02-16 14:56:15 +07,2022-02-16 14:56:15 +07,0,2.276,1112932352,29,78,1005,25400,0,11.64,0.28,0,0,1,3.8,7.1,0,0,0,0,,,,,
2022-02-16 15:06:15 +07,2022-02-16 15:06:15 +07,0,0.197,0,30,77,1005,29461,0,13.31,0.33,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 15:16:15 +07,2022-02-16 15:16:15 +07,0,0.108,0,30,77,1005,21071,0,10.73,0.26,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-16 15:26:15 +07,2022-02-16 15:26:15 +07,0,1.983,1113456640,29,78,1005,24775,0,12.35,0.29,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 15:36:15 +07,2022-02-16 15:36:15 +07,0,0.275,0,30,78,1005,23267,0,11.4,0.26,0,0,1,3.8,7.2,0,0,0,0,,,,,
2022-02-16 15:46:15 +07,2022-02-16 15:46:15 +07,0,0.229,0,30,78,1005,22544,0,10.69,0.24,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-16 15:56:15 +07,2022-02-16 15:56:15 +07,0,2.051,1131033395,29,83,1005,22017,0,9.81,0.21,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-16 16:06:15 +07,2022-02-16 16:06:15 +07,0,2.307,1132822528,28,88,1004,21652,0,9.27,0.19,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 16:16:15 +07,2022-02-16 16:16:15 +07,0,0.748,1133461504,27,89,1004,20072,0,8.57,0.17,0,0,1,4,6.6,0,0,0,0,,,,,
2022-02-16 16:26:15 +07,2022-02-16 16:26:15 +07,0,0.943,1134464205,27,89,1004,14904,0,6.63,0.12,0,0,1,4.4,7,0,0,0,0,,,,,
2022-02-16 16:36:15 +07,2022-02-16 16:36:15 +07,0,2.157,1131662541,27,89,1004,13744,0,6.37,0.11,0,0,1,4.7,7,0,0,0,0,,,,,
2022-02-16 16:46:15 +07,2022-02-16 16:46:15 +07,0,0.852,1130751590,27,90,1004,12825,0,5.92,0.1,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-16 16:56:15 +07,2022-02-16 16:56:15 +07,0,1.985,1131859149,27,90,1004,11343,0,5.33,0.08,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 17:06:15 +07,2022-02-16 17:06:15 +07,0,0.428,1134778778,27,91,1004,10852,0,4.96,0.07,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 17:16:15 +07,2022-02-16 17:16:15 +07,0,0.271,0,27,90,1004,9183,0,4.15,0.05,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-16 17:26:15 +07,2022-02-16 17:26:15 +07,0,0.153,0,27,90,1005,7363,0,3.2,0.04,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 17:36:15 +07,2022-02-16 17:36:15 +07,0,0.524,1133530317,27,91,1005,6470,0,2.64,0.03,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-16 17:46:15 +07,2022-02-16 17:46:15 +07,0,0.867,1135506227,27,91,1005,5310,0,2.06,0.02,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 17:56:15 +07,2022-02-16 17:56:15 +07,0,0.533,1131072717,27,91,1005,3079,0,1.25,0.01,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-16 18:06:15 +07,2022-02-16 18:06:15 +07,0,0.756,1100218368,27,92,1005,1686,0,0.78,0,0,0,1,4.3,7,0,0,0,0,,,,,
2022-02-16 18:16:15 +07,2022-02-16 18:16:15 +07,0,0.013,0,26,93,1005,535,0,0.34,0,0,0,1,4,7.2,0,0,0,0,,,,,
2022-02-16 18:26:15 +07,2022-02-16 18:26:15 +07,0,0.169,0,26,94,1005,116,0,0.11,0,0,0,1,4,6.5,0,0,0,0,,,,,
2022-02-16 18:36:15 +07,2022-02-16 18:36:15 +07,0,0.524,1132324454,26,94,1005,0,0,0.04,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-16 18:46:15 +07,2022-02-16 18:46:15 +07,0,0.099,0,26,94,1005,0,0,0.03,0,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 18:56:15 +07,2022-02-16 18:56:15 +07,0,1.586,1133576192,26,95,1005,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 19:06:15 +07,2022-02-16 19:06:15 +07,0,0.148,0,26,96,1005,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 19:16:15 +07,2022-02-16 19:16:15 +07,0,0.116,0,26,96,1005,0,0,0.02,0,0,0,1,3.9,6.8,0,0,0,0,,,,,
2022-02-16 19:26:15 +07,2022-02-16 19:26:15 +07,0,0.048,0,26,96,1006,0,0,0.03,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 19:36:15 +07,2022-02-16 19:36:15 +07,0,1.402,1132658688,26,97,1006,0,0,0.02,0,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 19:46:15 +07,2022-02-16 19:46:15 +07,0,0.903,1132891341,26,97,1006,0,0,0.02,0,0,0,1,3.7,7.1,0,0,0,0,,,,,
2022-02-16 19:56:15 +07,2022-02-16 19:56:15 +07,0,0.503,1133749862,25,97,1006,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 20:06:15 +07,2022-02-16 20:06:15 +07,0,0.708,1134339686,25,97,1006,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-16 20:16:15 +07,2022-02-16 20:16:15 +07,0,1.174,1135096627,25,97,1006,0,0,0.02,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-16 20:26:15 +07,2022-02-16 20:26:15 +07,0,0.298,0,25,98,1006,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-16 20:36:15 +07,2022-02-16 20:36:15 +07,0,0.415,1092091904,25,98,1006,0,0,0.03,0,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-16 20:46:15 +07,2022-02-16 20:46:15 +07,0,0.307,1083598438,25,97,1006,0,0,0.03,0,0,0,1,4.3,7,0,0,0,0,,,,,
2022-02-16 20:56:15 +07,2022-02-16 20:56:15 +07,0,0.22,0,25,96,1007,0,0,0.03,0,0,0,1,3.9,7.2,0,0,0,0,,,,,
2022-02-16 21:06:15 +07,2022-02-16 21:06:15 +07,0,0.172,0,25,97,1007,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-16 21:16:15 +07,2022-02-16 21:16:15 +07,0,0.148,0,26,96,1007,0,0,0.03,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 21:26:15 +07,2022-02-16 21:26:15 +07,0,0.242,0,26,96,1007,0,0,0.04,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 21:36:15 +07,2022-02-16 21:36:15 +07,0,0.25,0,26,96,1007,0,0,0.04,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-16 21:46:15 +07,2022-02-16 21:46:15 +07,0,0.304,1132403098,25,97,1007,0,0,0.03,0,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-16 21:56:15 +07,2022-02-16 21:56:15 +07,0,0.249,0,26,97,1007,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-16 22:06:15 +07,2022-02-16 22:06:15 +07,0,0.042,0,26,96,1007,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 22:16:15 +07,2022-02-16 22:16:15 +07,0,0.286,0,26,96,1007,0,0,0.03,0,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-16 22:26:15 +07,2022-02-16 22:26:15 +07,0,0.222,0,25,96,1008,0,0,0.04,0,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-16 22:36:15 +07,2022-02-16 22:36:15 +07,0,0.616,1132317901,26,96,1008,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-16 22:46:15 +07,2022-02-16 22:46:15 +07,0,0.606,1132462080,26,96,1008,0,0,0.04,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-16 22:56:15 +07,2022-02-16 22:56:15 +07,0,0.135,0,26,97,1008,0,0,0.03,0,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-16 23:06:15 +07,2022-02-16 23:06:15 +07,0,0.151,0,25,97,1007,0,0,0.04,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 23:16:15 +07,2022-02-16 23:16:15 +07,0,0.361,1131885363,25,98,1007,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-16 23:26:15 +07,2022-02-16 23:26:15 +07,0,0.322,1132498125,25,98,1007,0,0,0.03,0,0,0,1,4,7.5,0,0,0,0,,,,,
2022-02-16 23:36:15 +07,2022-02-16 23:36:15 +07,0,0.257,0,25,99,1007,0,0,0.04,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-16 23:46:15 +07,2022-02-16 23:46:15 +07,0,0.347,1129263923,25,99,1007,0,0,0.04,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-16 23:56:15 +07,2022-02-16 23:56:15 +07,0,0.465,1132337562,25,99,1007,0,0,0.03,0,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-17 00:06:15 +07,2022-02-17 00:06:15 +07,0,0.297,0,25,99,1007,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 00:16:15 +07,2022-02-17 00:16:15 +07,0,0.223,0,25,99,1006,0,0,0.03,0,0,0,1,3.8,7,0,0,0,0,,,,,
2022-02-17 00:26:15 +07,2022-02-17 00:26:15 +07,0,0.386,1131544576,25,99,1006,0,0,0.03,0,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-17 00:36:15 +07,2022-02-17 00:36:15 +07,0,0.482,1132389990,25,99,1006,0,0,0.03,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-17 00:46:15 +07,2022-02-17 00:46:15 +07,0,0.413,1131996774,25,99,1006,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 00:56:15 +07,2022-02-17 00:56:15 +07,0,0.495,1130810573,25,99,1006,0,0,0.02,0,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-17 01:06:15 +07,2022-02-17 01:06:15 +07,0,0.476,1132101632,25,100,1006,0,0,0.02,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-17 01:16:15 +07,2022-02-17 01:16:15 +07,0,0.645,1128621670,25,99,1006,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-17 01:26:15 +07,2022-02-17 01:26:15 +07,0,0.326,1129008333,25,100,1006,0,0,0.02,0,0,0,1,3.8,7.2,0,0,0,0,,,,,
2022-02-17 01:36:15 +07,2022-02-17 01:36:15 +07,0,1.211,1129394995,25,99,1006,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-17 01:46:15 +07,2022-02-17 01:46:15 +07,0,0.813,1129991373,25,99,1005,0,0,0.03,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-17 01:56:15 +07,2022-02-17 01:56:15 +07,0,0.377,1130810573,25,99,1005,0,0,0.03,0,0,0,1,4,7.2,0,0,0,0,,,,,
2022-02-17 02:06:15 +07,2022-02-17 02:06:15 +07,0,0.368,1129866854,25,100,1005,0,0,0.02,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-17 02:16:15 +07,2022-02-17 02:16:15 +07,0,0.331,1132265472,24,100,1005,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-17 02:26:15 +07,2022-02-17 02:26:15 +07,0,0.105,0,24,100,1005,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-17 02:36:15 +07,2022-02-17 02:36:15 +07,0,0.138,0,24,100,1005,0,0,0.02,0,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-17 02:46:15 +07,2022-02-17 02:46:15 +07,0,0.277,0,24,100,1005,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 02:56:15 +07,2022-02-17 02:56:15 +07,0,0.269,0,24,99,1004,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 03:06:15 +07,2022-02-17 03:06:15 +07,0,0.145,0,24,99,1004,0,0,0.03,0,0,0,1,4,7.3,0,0,0,0,,,,,
2022-02-17 03:16:15 +07,2022-02-17 03:16:15 +07,0,0.262,0,24,99,1004,0,0,0.02,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-17 03:26:15 +07,2022-02-17 03:26:15 +07,0,0.309,1132642304,24,98,1004,0,0,0.02,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-17 03:36:15 +07,2022-02-17 03:36:15 +07,0,0.157,0,24,98,1004,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-17 03:46:15 +07,2022-02-17 03:46:15 +07,0,0.102,0,24,98,1004,0,0,0.03,0,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-17 03:56:15 +07,2022-02-17 03:56:15 +07,0,0.145,0,25,99,1004,0,0,0.02,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-17 04:06:15 +07,2022-02-17 04:06:15 +07,0,0.451,1119800525,24,98,1004,0,0,0.02,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-17 04:16:15 +07,2022-02-17 04:16:15 +07,0,0.094,0,25,98,1004,0,0,0.02,0,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-17 04:26:15 +07,2022-02-17 04:26:15 +07,0,0.261,0,24,98,1004,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-17 04:36:15 +07,2022-02-17 04:36:15 +07,0,0.275,0,25,98,1004,0,0,0.02,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-17 04:46:15 +07,2022-02-17 04:46:15 +07,0,0.275,0,25,98,1004,0,0,0.03,0,0,0,1,4.4,7.1,0,0,0,0,,,,,
2022-02-17 04:56:15 +07,2022-02-17 04:56:15 +07,0,1.227,1129100083,25,97,1004,0,0,0.02,0,0,0,1,3.8,7.2,0,0,0,0,,,,,
2022-02-17 05:06:15 +07,2022-02-17 05:06:15 +07,0,0.43,1131524915,25,98,1004,0,0,0.02,0,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-17 05:16:15 +07,2022-02-17 05:16:15 +07,0,0.407,1129453978,25,98,1004,0,0,0.02,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-17 05:26:15 +07,2022-02-17 05:26:15 +07,0,0.168,0,25,98,1004,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 05:36:15 +07,2022-02-17 05:36:15 +07,0,1.357,1116576154,25,97,1004,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-17 05:46:15 +07,2022-02-17 05:46:15 +07,0,0.145,0,25,97,1004,0,0,0.02,0,0,0,1,4,7.4,0,0,0,0,,,,,
2022-02-17 05:56:15 +07,2022-02-17 05:56:15 +07,0,1.32,1124859904,25,98,1004,0,0,0.02,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-17 06:06:15 +07,2022-02-17 06:06:15 +07,0,0.882,1117572301,25,98,1005,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-17 06:16:15 +07,2022-02-17 06:16:15 +07,0,0.393,1132770099,25,99,1005,0,0,0.02,0,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-17 06:26:15 +07,2022-02-17 06:26:15 +07,0,0.244,0,25,99,1005,8,0,0.04,0,0,0,1,4.3,7,0,0,0,0,,,,,
2022-02-17 06:36:15 +07,2022-02-17 06:36:15 +07,0,0.282,0,25,99,1005,205,0,0.12,0,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-17 06:46:15 +07,2022-02-17 06:46:15 +07,0,0.476,1133179699,25,99,1006,856,0,0.38,0,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-17 06:56:15 +07,2022-02-17 06:56:15 +07,0,0.241,0,25,99,1006,1660,0,0.8,0,0,0,1,4.2,6.8,0,0,0,0,,,,,
2022-02-17 07:06:15 +07,2022-02-17 07:06:15 +07,0,0.051,0,25,99,1006,2525,0,1.28,0.01,0,0,1,4.3,7.1,0,0,0,0,,,,,
2022-02-17 07:16:15 +07,2022-02-17 07:16:15 +07,0,0.239,0,25,98,1006,3873,0,1.86,0.02,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-17 07:26:15 +07,2022-02-17 07:26:15 +07,0,0.354,1131911578,25,97,1006,5979,0,3,0.03,0,0,1,4.4,6.8,0,0,0,0,,,,,
2022-02-17 07:36:15 +07,2022-02-17 07:36:15 +07,0,0.214,0,25,97,1007,7407,0,3.84,0.04,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-17 07:46:15 +07,2022-02-17 07:46:15 +07,0,0.35,1108239974,26,96,1007,9665,0,4.95,0.07,0,0,1,4.4,7.3,0,0,0,0,,,,,
2022-02-17 07:56:15 +07,2022-02-17 07:56:15 +07,0,2.07,1114872218,26,96,1007,14583,0,6.48,0.1,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-17 08:06:15 +07,2022-02-17 08:06:15 +07,0,1.863,1118293197,26,96,1007,17796,0,7.98,0.13,0,0,1,3.8,7,0,0,0,0,,,,,
2022-02-17 08:16:15 +07,2022-02-17 08:16:15 +07,0,1.847,1113456640,26,95,1007,22812,0,9.56,0.17,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-17 08:26:15 +07,2022-02-17 08:26:15 +07,0,1.987,1122290893,26,95,1007,18617,0,10.03,0.19,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-17 08:36:15 +07,2022-02-17 08:36:15 +07,0,0.131,0,26,94,1007,19501,0,10.43,0.21,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-17 08:46:15 +07,2022-02-17 08:46:15 +07,0,1.619,1120495206,27,94,1008,26542,0,12.74,0.27,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-17 08:56:15 +07,2022-02-17 08:56:15 +07,0,0.166,0,27,90,1008,54103,0,18.1,0.45,0,0,1,4.5,7.2,0,0,0,0,,,,,
2022-02-17 09:06:15 +07,2022-02-17 09:06:15 +07,0,0.406,1126871859,28,88,1008,45972,0,18.139999,0.44,0,0,1,4.4,7.2,0,0,0,0,,,,,
2022-02-17 09:16:15 +07,2022-02-17 09:16:15 +07,0,0.289,0,28,90,1008,36672,0,17.440001,0.41,0,0,1,3.9,7.2,0,0,0,0,,,,,
2022-02-17 09:26:15 +07,2022-02-17 09:26:15 +07,0,0.835,1106667110,28,89,1008,49997,0,20.6,0.52,0,0,1,4.6,7.4,0,0,0,0,,,,,
2022-02-17 09:36:15 +07,2022-02-17 09:36:15 +07,0,0.043,0,29,87,1008,44464,0,20.360001,0.52,0,0,1,3.8,7.2,0,0,0,0,,,,,
2022-02-17 09:46:15 +07,2022-02-17 09:46:15 +07,0,1.8,1113377997,29,86,1008,61323,0,25.07,0.67,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-17 09:56:15 +07,2022-02-17 09:56:15 +07,0,2.778,1116300902,29,85,1008,47498,0,21.209999,0.56,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-17 10:06:15 +07,2022-02-17 10:06:15 +07,0,0.296,0,29,86,1008,52844,0,24.879999,0.69,0,0,1,3.8,7,0,0,0,0,,,,,
2022-02-17 10:16:15 +07,2022-02-17 10:16:15 +07,0,2.816,1114400358,29,85,1008,49266,0,24.67,0.68,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-17 10:26:15 +07,2022-02-17 10:26:15 +07,0,3.331,1120678707,29,85,1008,63840,0,27.280001,0.77,0,0,1,4.1,6.7,0,0,0,0,,,,,
2022-02-17 10:36:15 +07,2022-02-17 10:36:15 +07,0,2.189,1107977830,29,84,1008,80610,0,32.459999,0.93,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-17 10:46:15 +07,2022-02-17 10:46:15 +07,0,1.881,1108371046,30,82,1008,83725,0,32.540001,0.94,0,0,1,4,7,0,0,0,0,,,,,
2022-02-17 10:56:15 +07,2022-02-17 10:56:15 +07,0,2.336,1128169472,30,81,1008,101102,0,42.639999,1.22,0,0,1,4,7,0,0,0,0,,,,,
2022-02-17 11:06:15 +07,2022-02-17 11:06:15 +07,0,1.926,1121569997,30,81,1008,67294,0,32.34,0.94,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-17 11:16:15 +07,2022-02-17 11:16:15 +07,0,0.586,1127481344,30,82,1008,39671,0,18.51,0.53,0,0,1,4,7.2,0,0,0,0,,,,,
