gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity,,,,,
2022-02-12 08:32:52 +07,2022-02-12 08:32:52 +07,0,0.224,0,26,95,1009,10790,0,5.68,0.1,0,0,1,4.3,7.1,0,0,0,0,,,,,
2022-02-12 08:42:52 +07,2022-02-12 08:42:52 +07,0,0.671,1133923533,26,94,1009,12584,0,6.56,0.13,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 08:52:52 +07,2022-02-12 08:52:52 +07,0,0.342,1132304794,26,94,1009,13994,0,7.36,0.15,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-12 09:02:52 +07,2022-02-12 09:02:52 +07,0,0.222,0,26,93,1010,14779,0,7.93,0.17,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-12 09:12:52 +07,2022-02-12 09:12:52 +07,0,0.546,1134041498,27,93,1010,15458,0,8.4,0.18,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-12 09:22:52 +07,2022-02-12 09:22:52 +07,0,0.431,1133635174,27,92,1010,17144,0,9.03,0.21,0,0,1,3.9,6.6,0,0,0,0,,,,,
2022-02-12 09:32:52 +07,2022-02-12 09:32:52 +07,0,1.062,1133140378,27,92,1010,20973,0,10.32,0.25,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-12 09:42:52 +07,2022-02-12 09:42:52 +07,0,0.282,0,27,91,1010,28078,0,13.09,0.33,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-12 09:52:52 +07,2022-02-12 09:52:52 +07,0,0.589,1129263923,28,88,1010,35842,0,16.57,0.42,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-12 10:02:52 +07,2022-02-12 10:02:52 +07,0,1.413,1125351424,29,85,1010,56325,0,21.950001,0.61,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-12 10:12:52 +07,2022-02-12 10:12:52 +07,0,0.212,0,30,81,1010,81869,0,27.780001,0.79,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-12 10:22:52 +07,2022-02-12 10:22:52 +07,0,0.889,1097963930,31,78,1010,82270,0,27.84,0.83,0,0,1,4,6.6,0,0,0,0,,,,,
2022-02-12 10:32:52 +07,2022-02-12 10:32:52 +07,0,0.132,0,30,80,1010,68802,0,25.68,0.74,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 10:42:52 +07,2022-02-12 10:42:52 +07,0,2.003,1125515264,30,81,1010,85644,0,28.57,0.84,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 10:52:52 +07,2022-02-12 10:52:52 +07,0,0.762,1118175232,31,79,1010,90445,0,28.98,0.84,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-12 11:02:52 +07,2022-02-12 11:02:52 +07,0,0.44,1126603162,32,77,1010,95676,0,31.120001,0.91,0,0,1,4.2,6.6,0,0,0,0,,,,,
2022-02-12 11:12:52 +07,2022-02-12 11:12:52 +07,0,0.544,1108921549,32,76,1010,101307,0,33.799999,1.01,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-12 11:22:52 +07,2022-02-12 11:22:52 +07,0,0.568,1133281280,32,73,1010,110402,0,37.630001,1.13,0,0,1,4.4,6.6,0,0,0,0,,,,,
2022-02-12 11:32:52 +07,2022-02-12 11:32:52 +07,0,1.216,1124774707,32,72,1009,118256,0,38.720001,1.16,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 11:42:52 +07,2022-02-12 11:42:52 +07,0,0.856,1133074842,32,74,1009,117640,0,35.849998,1.08,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 11:52:52 +07,2022-02-12 11:52:52 +07,0,1.516,1127343718,32,74,1009,88036,0,30.549999,0.91,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-12 12:02:52 +07,2022-02-12 12:02:52 +07,0,2.537,1124335616,32,76,1009,77968,0,27.629999,0.81,0,0,1,4.6,6.8,0,0,0,0,,,,,
2022-02-12 12:12:52 +07,2022-02-12 12:12:52 +07,0,0.524,1135116288,32,76,1008,61189,0,24.74,0.71,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-12 12:22:52 +07,2022-02-12 12:22:52 +07,0,1.808,1115724186,32,76,1008,68258,0,27.58,0.8,0,0,1,4.2,6.8,0,0,0,0,,,,,
2022-02-12 12:32:52 +07,2022-02-12 12:32:52 +07,0,1.547,1107584614,32,74,1008,75826,0,29.860001,0.88,0,0,1,4.1,6.6,0,0,0,0,,,,,
2022-02-12 12:42:52 +07,2022-02-12 12:42:52 +07,0,2.135,1125567693,32,74,1008,98558,0,33.209999,0.97,0,0,1,4.3,6.7,0,0,0,0,,,,,
2022-02-12 12:52:52 +07,2022-02-12 12:52:52 +07,0,1.53,1126662144,32,74,1008,80842,0,28.48,0.82,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-12 13:02:52 +07,2022-02-12 13:02:52 +07,0,0.208,0,32,73,1007,52719,0,23.940001,0.65,0,0,1,3.9,6.7,0,0,0,0,,,,,
2022-02-12 13:12:52 +07,2022-02-12 13:12:52 +07,0,2.35,1116248474,33,72,1007,69623,0,28.139999,0.79,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 13:22:52 +07,2022-02-12 13:22:52 +07,0,1.646,1101633946,33,69,1007,93212,0,35.549999,0.99,0,0,1,3.9,7.2,0,0,0,0,,,,,
2022-02-12 13:32:52 +07,2022-02-12 13:32:52 +07,0,3.058,1120560742,32,71,1007,113668,0,38.470001,1.07,0,0,1,4,7,0,0,0,0,,,,,
2022-02-12 13:42:52 +07,2022-02-12 13:42:52 +07,0,1.937,1126452429,33,70,1007,82940,0,30.620001,0.87,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-12 13:52:52 +07,2022-02-12 13:52:52 +07,0,1.858,1110887629,31,78,1006,34664,0,17.35,0.48,0,0,1,4.2,7.3,0,0,0,0,,,,,
2022-02-12 14:02:52 +07,2022-02-12 14:02:52 +07,0,0.353,1135499674,31,79,1006,27480,0,14.37,0.39,0,0,1,3.6,7.4,0,0,0,0,,,,,
2022-02-12 14:12:52 +07,2022-02-12 14:12:52 +07,0,1.746,1126583501,29,82,1006,29809,0,14.43,0.38,0,0,1,3.4,6.7,0,0,0,0,,,,,
2022-02-12 14:22:52 +07,2022-02-12 14:22:52 +07,0,6.123,1114793574,29,82,1005,31166,0,14.45,0.38,0,0,1,4.1,7.9,0,0,0,0,,,,,
2022-02-12 14:32:52 +07,2022-02-12 14:32:52 +07,0,3.336,1114479002,30,81,1006,14565,0,7.35,0.19,0,0,1,3.9,6.5,0,0,0,0,,,,,
2022-02-12 14:42:52 +07,2022-02-12 14:42:52 +07,0,3.538,1117336371,29,82,1005,8889,0,4.54,0.11,0,0,1,4.1,6.6,0,0,0,0,,,,,
2022-02-12 14:52:52 +07,2022-02-12 14:52:52 +07,0,2.199,1116746547,29,82,1005,6738,0,3.22,0.07,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-12 15:02:52 +07,2022-02-12 15:02:52 +07,0,0.892,1126740787,28,90,1005,5328,0,2.25,0.04,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-12 15:12:52 +07,2022-02-12 15:12:52 +07,0,1.777,1109262336,27,93,1005,4248,0,1.73,0.03,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-12 15:22:52 +07,2022-02-12 15:22:52 +07,0,0.479,1131138253,26,95,1005,2918,0,1.2,0.02,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-12 15:32:52 +07,2022-02-12 15:32:52 +07,0,0.621,1131262771,26,95,1005,2061,0,0.84,0.01,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-12 15:42:52 +07,2022-02-12 15:42:52 +07,0,0.124,0,26,95,1005,1820,0,0.71,0.01,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-12 15:52:52 +07,2022-02-12 15:52:52 +07,0,0.106,0,26,99,1005,1963,0,0.77,0.01,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-12 16:02:52 +07,2022-02-12 16:02:52 +07,0,1.17,1134329856,26,97,1005,2240,0,0.96,0.01,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-12 16:12:52 +07,2022-02-12 16:12:52 +07,0,1.112,1133091226,26,99,1005,3061,0,1.17,0.02,0,0,1,4.2,6.8,0,0,0,0,,,,,
2022-02-12 16:22:52 +07,2022-02-12 16:22:52 +07,0,0.123,0,26,100,1005,4043,0,1.55,0.02,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 16:32:52 +07,2022-02-12 16:32:52 +07,0,0.129,0,25,100,1005,5819,0,2.37,0.04,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-12 16:42:52 +07,2022-02-12 16:42:52 +07,0,0.348,1133743309,25,100,1005,7131,0,2.75,0.05,0,0,1,4.2,6.6,0,0,0,0,,,,,
2022-02-12 16:52:52 +07,2022-02-12 16:52:52 +07,0,0.942,1119223808,25,100,1006,6613,0,2.68,0.04,0,0,1,4.3,7,0,0,0,0,,,,,
2022-02-12 17:02:52 +07,2022-02-12 17:02:52 +07,0,1.471,1115973222,25,100,1005,6238,0,2.28,0.03,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-12 17:12:52 +07,2022-02-12 17:12:52 +07,0,0.146,0,26,100,1006,7398,0,2.46,0.03,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-12 17:22:52 +07,2022-02-12 17:22:52 +07,0,0.26,0,25,100,1006,7693,0,2.51,0.03,0,0,1,4,7,0,0,0,0,,,,,
2022-02-12 17:32:52 +07,2022-02-12 17:32:52 +07,0,0.241,0,25,100,1006,6577,0,2.31,0.03,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-12 17:42:52 +07,2022-02-12 17:42:52 +07,0,0.265,0,26,100,1006,4266,0,1.8,0.02,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-12 17:52:52 +07,2022-02-12 17:52:52 +07,0,1.876,1101948518,25,100,1005,2499,0,1.33,0.01,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 18:02:52 +07,2022-02-12 18:02:52 +07,0,0.377,1107741901,25,100,1005,1463,0,0.87,0,0,0,1,3.9,7.5,0,0,0,0,,,,,
2022-02-12 18:12:52 +07,2022-02-12 18:12:52 +07,0,2.156,1108659405,25,100,1005,776,0,0.47,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-12 18:22:52 +07,2022-02-12 18:22:52 +07,0,0.699,1111254630,25,100,1005,223,0,0.18,0,0,0,1,3.9,7.3,0,0,0,0,,,,,
2022-02-12 18:32:52 +07,2022-02-12 18:32:52 +07,0,0.112,0,25,100,1005,26,0,0.06,0,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-12 18:42:52 +07,2022-02-12 18:42:52 +07,0,0.242,0,25,100,1006,0,0,0.04,0,0,0,1,4.4,7,0,0,0,0,,,,,
2022-02-12 18:52:52 +07,2022-02-12 18:52:52 +07,0,1.746,1134382285,25,100,1006,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-12 19:02:52 +07,2022-02-12 19:02:52 +07,0,0.268,0,25,100,1006,0,0,0.04,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 19:12:52 +07,2022-02-12 19:12:52 +07,0,0.827,1119866061,25,100,1006,0,0,0.03,0,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-12 19:22:52 +07,2022-02-12 19:22:52 +07,0,0.34,1116235366,25,100,1006,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 19:32:52 +07,2022-02-12 19:32:52 +07,0,0.024,0,25,100,1006,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-12 19:42:52 +07,2022-02-12 19:42:52 +07,0,0.145,0,25,100,1006,0,0,0.03,0,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 19:52:52 +07,2022-02-12 19:52:52 +07,0,0.228,0,25,100,1006,0,0,0.03,0,0,0,1,4,6.7,0,0,0,0,,,,,
2022-02-12 20:02:52 +07,2022-02-12 20:02:52 +07,0,0.113,0,25,99,1006,0,0,0.03,0,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-12 20:12:52 +07,2022-02-12 20:12:52 +07,0,0.025,0,25,99,1006,0,0,0.03,0,0,0,1,4.3,6.9,0,0,0,0,,,,,
2022-02-12 20:22:52 +07,2022-02-12 20:22:52 +07,0,1.408,1117362586,25,97,1006,0,0,0.03,0,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-12 20:32:52 +07,2022-02-12 20:32:52 +07,0,0.972,1113456640,26,96,1007,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-12 20:42:52 +07,2022-02-12 20:42:52 +07,0,1.599,1127809024,26,95,1007,0,0,0.04,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 20:52:52 +07,2022-02-12 20:52:52 +07,0,0.314,1131616666,26,97,1007,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-12 21:02:52 +07,2022-02-12 21:02:52 +07,0,0.285,0,26,97,1007,0,0,0.02,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-12 21:12:52 +07,2022-02-12 21:12:52 +07,0,0.48,1132114739,25,97,1007,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-12 21:22:52 +07,2022-02-12 21:22:52 +07,0,0.227,0,25,98,1007,0,0,0.03,0,0,0,1,3.9,7.2,0,0,0,0,,,,,
2022-02-12 21:32:52 +07,2022-02-12 21:32:52 +07,0,0.265,0,25,96,1007,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-12 21:42:52 +07,2022-02-12 21:42:52 +07,0,0.162,0,25,96,1007,0,0,0.03,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-12 21:52:52 +07,2022-02-12 21:52:52 +07,0,0.163,0,25,97,1007,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-12 22:02:52 +07,2022-02-12 22:02:52 +07,0,0.733,1132943770,25,97,1007,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-12 22:12:52 +07,2022-02-12 22:12:52 +07,0,0.331,1130967859,25,97,1007,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-12 22:22:52 +07,2022-02-12 22:22:52 +07,0,0.178,0,25,96,1007,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-12 22:32:52 +07,2022-02-12 22:32:52 +07,0,0.147,0,25,98,1007,0,0,0.03,0,0,0,1,4,7.2,0,0,0,0,,,,,
2022-02-12 22:42:52 +07,2022-02-12 22:42:52 +07,0,0.214,0,25,99,1007,0,0,0.02,0,0,0,1,4.5,6.9,0,0,0,0,,,,,
2022-02-12 22:52:52 +07,2022-02-12 22:52:52 +07,0,1.221,1132671795,25,99,1007,0,0,0.03,0,0,0,1,4.2,6.9,0,0,0,0,,,,,
2022-02-12 23:02:52 +07,2022-02-12 23:02:52 +07,0,0.284,0,25,98,1007,0,0,0.04,0,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-12 23:12:52 +07,2022-02-12 23:12:52 +07,0,0.51,1133051904,25,99,1007,0,0,0.04,0,0,0,1,4,6.7,0,0,0,0,,,,,
2022-02-12 23:22:52 +07,2022-02-12 23:22:52 +07,0,0.403,1132953600,25,99,1007,0,0,0.02,0,0,0,1,4.3,6.8,0,0,0,0,,,,,
2022-02-12 23:32:52 +07,2022-02-12 23:32:52 +07,0,0.269,0,25,100,1007,0,0,0.02,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-12 23:42:52 +07,2022-02-12 23:42:52 +07,0,0.139,0,25,100,1007,0,0,0.03,0,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-12 23:52:52 +07,2022-02-12 23:52:52 +07,0,0.236,0,24,100,1007,0,0,0.03,0,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-13 00:02:52 +07,2022-02-13 00:02:52 +07,0,0.298,0,24,100,1007,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 00:12:52 +07,2022-02-13 00:12:52 +07,0,0.163,0,24,100,1007,0,0,0.03,0,0,0,1,3.9,7.2,0,0,0,0,,,,,
2022-02-13 00:22:52 +07,2022-02-13 00:22:52 +07,0,0.226,0,24,100,1006,0,0,0.02,0,0,0,1,4.1,6.7,0,0,0,0,,,,,
2022-02-13 00:32:52 +07,2022-02-13 00:32:52 +07,0,0.319,1132681626,24,100,1006,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-13 00:42:52 +07,2022-02-13 00:42:52 +07,0,0.316,1133042074,25,100,1006,0,0,0.02,0,0,0,1,4,7.2,0,0,0,0,,,,,
2022-02-13 00:52:52 +07,2022-02-13 00:52:52 +07,0,0.184,0,25,100,1006,0,0,0.02,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-13 01:02:52 +07,2022-02-13 01:02:52 +07,0,0.276,0,24,100,1006,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-13 01:12:52 +07,2022-02-13 01:12:52 +07,0,0.406,1132786483,24,100,1006,0,0,0.02,0,0,0,1,4,6.8,0,0,0,0,,,,,
2022-02-13 01:22:52 +07,2022-02-13 01:22:52 +07,0,0.149,0,24,100,1006,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-13 01:32:52 +07,2022-02-13 01:32:52 +07,0,0.162,0,24,100,1006,0,0,0.03,0,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-13 01:42:52 +07,2022-02-13 01:42:52 +07,0,0.293,0,24,100,1006,0,0,0.03,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-13 01:52:52 +07,2022-02-13 01:52:52 +07,0,0.293,0,24,100,1006,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-13 02:02:52 +07,2022-02-13 02:02:52 +07,0,0.166,0,24,100,1006,0,0,0.03,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-13 02:12:52 +07,2022-02-13 02:12:52 +07,0,0.309,1133608960,24,100,1006,0,0,0.03,0,0,0,1,3.9,7,0,0,0,0,,,,,
2022-02-13 02:22:52 +07,2022-02-13 02:22:52 +07,0,0.263,0,24,100,1006,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-13 02:32:52 +07,2022-02-13 02:32:52 +07,0,0.348,1121399603,24,100,1006,0,0,0.03,0,0,0,1,4.1,7.3,0,0,0,0,,,,,
2022-02-13 02:42:52 +07,2022-02-13 02:42:52 +07,0,0.188,0,24,100,1006,0,0,0.02,0,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-13 02:52:52 +07,2022-02-13 02:52:52 +07,0,0.355,1133205914,24,100,1006,0,0,0.03,0,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-13 03:02:52 +07,2022-02-13 03:02:52 +07,0,0.035,0,24,100,1005,0,0,0.03,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-13 03:12:52 +07,2022-02-13 03:12:52 +07,0,0.508,1120088883,24,100,1005,0,0,0.03,0,0,0,1,3.9,6.8,0,0,0,0,,,,,
2022-02-13 03:22:52 +07,2022-02-13 03:22:52 +07,0,0.271,0,24,100,1005,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-13 03:32:52 +07,2022-02-13 03:32:52 +07,0,0.442,1133045350,24,100,1005,0,0,0.03,0,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-13 03:42:52 +07,2022-02-13 03:42:52 +07,0,0.151,0,24,100,1005,0,0,0.02,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-13 03:52:52 +07,2022-02-13 03:52:52 +07,0,0.28,0,24,100,1005,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 04:02:52 +07,2022-02-13 04:02:52 +07,0,0.247,0,24,100,1005,0,0,0.03,0,0,0,1,3.9,6.9,0,0,0,0,,,,,
2022-02-13 04:12:52 +07,2022-02-13 04:12:52 +07,0,0.244,0,24,100,1005,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-13 04:22:52 +07,2022-02-13 04:22:52 +07,0,0.116,0,24,100,1005,0,0,0.03,0,0,0,1,4.3,6.8,0,0,0,0,,,,,
2022-02-13 04:32:52 +07,2022-02-13 04:32:52 +07,0,0.138,0,24,100,1005,0,0,0.03,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-13 04:42:52 +07,2022-02-13 04:42:52 +07,0,0.126,0,24,100,1005,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 04:52:52 +07,2022-02-13 04:52:52 +07,0,0.167,0,24,100,1005,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-13 05:02:52 +07,2022-02-13 05:02:52 +07,0,0.243,0,24,100,1005,0,0,0.03,0,0,0,1,4.3,6.8,0,0,0,0,,,,,
2022-02-13 05:12:52 +07,2022-02-13 05:12:52 +07,0,0.191,0,24,100,1005,0,0,0.02,0,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-13 05:22:52 +07,2022-02-13 05:22:52 +07,0,0.394,1134539571,24,100,1005,0,0,0.03,0,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-13 05:32:52 +07,2022-02-13 05:32:52 +07,0,1.535,1113142067,24,100,1005,0,0,0.02,0,0,0,1,4.3,7.4,0,0,0,0,,,,,
2022-02-13 05:42:52 +07,2022-02-13 05:42:52 +07,0,0.146,0,24,100,1005,0,0,0.02,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-13 05:52:52 +07,2022-02-13 05:52:52 +07,0,0.133,0,24,100,1005,0,0,0.02,0,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-13 06:02:52 +07,2022-02-13 06:02:52 +07,0,0.312,1135119565,24,100,1005,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-13 06:12:52 +07,2022-02-13 06:12:52 +07,0,0.258,0,24,100,1005,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 06:22:52 +07,2022-02-13 06:22:52 +07,0,0.362,1110520627,24,100,1006,0,0,0.02,0,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-13 06:32:52 +07,2022-02-13 06:32:52 +07,0,0.182,0,24,100,1006,71,0,0.06,0,0,0,1,3.8,7,0,0,0,0,,,,,
2022-02-13 06:42:52 +07,2022-02-13 06:42:52 +07,0,0.135,0,24,100,1006,490,0,0.21,0,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-13 06:52:52 +07,2022-02-13 06:52:52 +07,0,0.198,0,24,100,1006,1267,0,0.54,0,0,0,1,4,7,0,0,0,0,,,,,
2022-02-13 07:02:52 +07,2022-02-13 07:02:52 +07,0,0.191,0,24,100,1006,1945,0,1.05,0.01,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-13 07:12:52 +07,2022-02-13 07:12:52 +07,0,0.168,0,24,100,1006,3873,0,1.72,0.01,0,0,1,3.8,6.9,0,0,0,0,,,,,
2022-02-13 07:22:52 +07,2022-02-13 07:22:52 +07,0,0.12,0,25,100,1006,6345,0,2.48,0.02,0,0,1,4.2,7.1,0,0,0,0,,,,,
2022-02-13 07:32:52 +07,2022-02-13 07:32:52 +07,0,1.097,1117048013,25,98,1007,8416,0,3.36,0.04,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 07:42:52 +07,2022-02-13 07:42:52 +07,0,0.227,0,26,97,1007,10817,0,4.27,0.05,0,0,1,4.3,6.8,0,0,0,0,,,,,
2022-02-13 07:52:52 +07,2022-02-13 07:52:52 +07,0,1.347,1113325568,26,96,1007,11870,0,5.29,0.07,0,0,1,4.2,7,0,0,0,0,,,,,
2022-02-13 08:02:52 +07,2022-02-13 08:02:52 +07,0,0.104,0,26,94,1007,14708,0,6.45,0.1,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-13 08:12:52 +07,2022-02-13 08:12:52 +07,0,0.817,1120901530,26,93,1007,17725,0,6.98,0.12,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-13 08:22:52 +07,2022-02-13 08:22:52 +07,0,0.865,1105251533,27,91,1008,25150,0,8.69,0.17,0,0,1,4.2,7.2,0,0,0,0,,,,,
2022-02-13 08:32:52 +07,2022-02-13 08:32:52 +07,0,0.063,0,27,90,1008,20340,0,8.44,0.16,0,0,1,4,7,0,0,0,0,,,,,
2022-02-13 08:42:52 +07,2022-02-13 08:42:52 +07,0,0.261,0,27,90,1008,23490,0,11.17,0.22,0,0,1,4,7.1,0,0,0,0,,,,,
2022-02-13 08:52:52 +07,2022-02-13 08:52:52 +07,0,1.22,1110573056,28,88,1008,39832,0,13.51,0.33,0,0,1,4,6.9,0,0,0,0,,,,,
2022-02-13 09:02:52 +07,2022-02-13 09:02:52 +07,0,0.277,0,28,86,1008,45455,0,15.06,0.37,0,0,1,4.1,7.2,0,0,0,0,,,,,
2022-02-13 09:12:52 +07,2022-02-13 09:12:52 +07,0,0.373,1116196045,28,85,1009,53103,0,17.379999,0.45,0,0,1,4.5,6.9,0,0,0,0,,,,,
2022-02-13 09:22:52 +07,2022-02-13 09:22:52 +07,0,1.656,1115580006,28,87,1009,59333,0,19.129999,0.52,0,0,1,4.5,6.6,0,0,0,0,,,,,
2022-02-13 09:32:52 +07,2022-02-13 09:32:52 +07,0,1.053,1120691814,29,87,1009,61850,0,20.389999,0.56,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-13 09:42:52 +07,2022-02-13 09:42:52 +07,0,0.069,0,29,85,1009,44723,0,19.040001,0.5,0,0,1,4.1,7,0,0,0,0,,,,,
2022-02-13 09:52:52 +07,2022-02-13 09:52:52 +07,0,0.217,0,29,85,1009,67107,0,22.690001,0.63,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-13 10:02:52 +07,2022-02-13 10:02:52 +07,0,0.241,0,30,84,1009,46160,0,18.27,0.48,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-13 10:12:52 +07,2022-02-13 10:12:52 +07,0,0.151,0,30,83,1009,43402,0,21.370001,0.58,0,0,1,4.1,6.9,0,0,0,0,,,,,
2022-02-13 10:22:52 +07,2022-02-13 10:22:52 +07,0,0.242,0,30,85,1008,44428,0,19.129999,0.52,0,0,1,4.1,7.1,0,0,0,0,,,,,
2022-02-13 10:32:52 +07,2022-02-13 10:32:52 +07,0,1.966,1124807475,30,83,1008,45160,0,22.629999,0.64,0,0,1,4.1,6.8,0,0,0,0,,,,,
2022-02-13 10:42:52 +07,2022-02-13 10:42:52 +07,0,0.667,1108397261,31,81,1008,66830,0,25.24,0.75,0,0,1,4.2,6.7,0,0,0,0,,,,,
2022-02-13 10:52:52 +07,2022-02-13 10:52:52 +07,0,0.237,0,30,82,1008,103226,0,31.799999,0.95,0,0,1,3.9,7.1,0,0,0,0,,,,,
2022-02-13 11:02:52 +07,2022-02-13 11:02:52 +07,0,1.117,1126884966,31,81,1008,109813,0,37.830002,1.13,0,0,1,4.2,6.7,0,0,0,0,,,,,
