gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-03-01 00:06:15 +07,2022-03-01 00:06:15 +07,0,0.688,1130030694,28,83,1010,0,0,0.02,0,0,0,1,4.1,7,0,0,0,0
2022-03-01 00:16:15 +07,2022-03-01 00:16:15 +07,0,0.229,0,28,82,1010,0,0,0.03,0,0,0,1,4.1,7.1,0,0,0,0
2022-03-01 00:26:15 +07,2022-03-01 00:26:15 +07,0,0.808,1129486746,28,83,1010,0,0,0.02,0,0,0,1,3.9,7.2,0,0,0,0
2022-03-01 00:36:15 +07,2022-03-01 00:36:15 +07,0,0.265,0,28,83,1010,0,0,0.02,0,0,0,1,4.1,7.1,0,0,0,0
2022-03-01 00:46:15 +07,2022-03-01 00:46:15 +07,0,0.339,1132095078,28,83,1010,0,0,0.02,0,0,0,1,4.1,7,0,0,0,0
2022-03-01 00:56:15 +07,2022-03-01 00:56:15 +07,0,0.22,0,28,82,1010,0,0,0.03,0,0,0,1,3.8,7.2,0,0,0,0
2022-03-01 01:06:15 +07,2022-03-01 01:06:15 +07,0,0.37,1127730381,28,82,1010,0,0,0.03,0,0,0,1,4,7,0,0,0,0
2022-03-01 01:16:15 +07,2022-03-01 01:16:15 +07,0,0.28,0,27,83,1010,0,0,0.03,0,0,0,1,4.2,6.9,0,0,0,0
2022-03-01 01:26:15 +07,2022-03-01 01:26:15 +07,0,0.418,1126426214,27,82,1010,0,0,0.03,0,0,0,1,4.1,6.9,0,0,0,0
2022-03-01 01:36:15 +07,2022-03-01 01:36:15 +07,0,1.441,1129565389,27,83,1010,0,0,0.02,0,0,0,1,4.3,7.1,0,0,0,0
2022-03-01 01:46:15 +07,2022-03-01 01:46:15 +07,0,0.907,1132062310,27,83,1009,0,0,0.02,0,0,0,1,4.3,7,0,0,0,0
2022-03-01 01:56:15 +07,2022-03-01 01:56:15 +07,0,0.867,1129453978,27,84,1009,0,0,0.03,0,0,0,1,4.2,7.1,0,0,0,0
2022-03-01 02:06:15 +07,2022-03-01 02:06:15 +07,0,0.67,1128713421,27,84,1009,0,0,0.03,0,0,0,1,4,7.4,0,0,0,0
2022-03-01 02:16:15 +07,2022-03-01 02:16:15 +07,0,0.305,1126098534,27,85,1009,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0
2022-03-01 02:26:15 +07,2022-03-01 02:26:15 +07,0,0.613,1126727680,27,86,1009,0,0,0.02,0,0,0,1,4,7.1,0,0,0,0
2022-03-01 02:36:15 +07,2022-03-01 02:36:15 +07,0,0.401,1126164070,27,86,1009,0,0,0.02,0,0,0,1,3.8,7.1,0,0,0,0
2022-03-01 02:46:15 +07,2022-03-01 02:46:15 +07,0,0.561,1125816730,27,87,1009,0,0,0.02,0,0,0,1,3.9,7.3,0,0,0,0
2022-03-01 02:56:15 +07,2022-03-01 02:56:15 +07,0,0.508,1127075021,27,87,1009,0,0,0.03,0,0,0,1,3.9,7.2,0,0,0,0
2022-03-01 03:06:15 +07,2022-03-01 03:06:15 +07,0,0.63,1127835238,27,86,1009,0,0,0.03,0,0,0,1,4,7.2,0,0,0,0
2022-03-01 03:16:15 +07,2022-03-01 03:16:15 +07,0,0.532,1128038400,27,87,1009,0,0,0.03,0,0,0,1,3.9,7.1,0,0,0,0
2022-03-01 03:26:15 +07,2022-03-01 03:26:15 +07,0,0.474,1126072320,27,86,1009,0,0,0.02,0,0,0,1,4.1,6.9,0,0,0,0
2022-03-01 03:36:15 +07,2022-03-01 03:36:15 +07,0,0.678,1125561139,27,86,1009,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0
2022-03-01 03:46:15 +07,2022-03-01 03:46:15 +07,0,0.621,1126321357,27,85,1009,0,0,0.03,0,0,0,1,4.1,7.3,0,0,0,0
2022-03-01 03:56:15 +07,2022-03-01 03:56:15 +07,0,0.402,1124873011,27,86,1009,0,0,0.03,0,0,0,1,3.8,6.9,0,0,0,0
2022-03-01 04:06:15 +07,2022-03-01 04:06:15 +07,0,0.558,1124859904,27,86,1009,0,0,0.03,0,0,0,1,4.2,7,0,0,0,0
2022-03-01 04:16:15 +07,2022-03-01 04:16:15 +07,0,0.445,1124237312,27,86,1009,0,0,0.03,0,0,0,1,4,7.1,0,0,0,0
2022-03-01 04:26:15 +07,2022-03-01 04:26:15 +07,0,0.542,1122094285,27,85,1009,0,0,0.03,0,0,0,1,4.1,7,0,0,0,0
2022-03-01 04:36:15 +07,2022-03-01 04:36:15 +07,0,0.423,1124571546,27,85,1009,0,0,0.03,0,0,0,1,3.9,6.9,0,0,0,0
2022-03-01 04:46:15 +07,2022-03-01 04:46:15 +07,0,0.56,1122159821,27,85,1009,0,0,0.03,0,0,0,1,4.2,7.2,0,0,0,0
2022-03-01 04:56:15 +07,2022-03-01 04:56:15 +07,0,0.418,1124669850,27,86,1009,0,0,0.02,0,0,0,1,4,7,0,0,0,0
